id,num_casualties,num_fatal,num_serious,num_slight,aadt_total,casualties_per_aadt
osgb4000000030237989,,,,,3889,
osgb4000000030860643,,,,,12373,
osgb4000000030407813,,,,,8933,
osgb4000000030476397,,,,,5085,
osgb4000000030419448,,,,,9158,
osgb4000000030653749,,,,,16720,
osgb4000000030421759,,,,,13154,
osgb4000000031142142,,,,,12748,
osgb4000000031006628,,,,,31839,
osgb4000000030323084,,,,,13032,
osgb4000000030212996,,,,,30006,
osgb4000000030452967,,,,,19241,
osgb4000000030787066,,,,,15706,
osgb4000000031273582,,,,,13824,
osgb4000000030453220,,,,,3687,
osgb4000000030239921,,,,,12384,
osgb4000000030236852,,,,,24132,
osgb4000000030479811,,,,,18583,
osgb4000000030356491,,,,,17306,
osgb4000000030425981,,,,,8286,
osgb4000000030252581,,,,,5755,
osgb4000000030476560,,,,,17442,
osgb4000000030357277,,,,,19581,
osgb4000000030321408,,,,,6361,
osgb4000000031053531,,,,,18786,
osgb4000000030406430,,,,,19340,
osgb4000000030993411,,,,,15190,
osgb4000000030473554,,,,,10817,
osgb4000000030216100,,,,,22508,
osgb4000000030328894,,,,,22934,
osgb4000000031139145,,,,,13063,
osgb4000000030224334,,,,,17464,
osgb4000000031199627,,,,,6728,
osgb4000000030240129,,,,,1136,
osgb4000000030241185,,,,,11526,
osgb4000000030241182,,,,,9007,
osgb4000000030420371,,,,,12198,
osgb4000000030460476,,,,,22084,
osgb4000000030459992,,,,,17581,
osgb4000000030149497,,,,,49078,
osgb4000000030252091,,,,,12001,
osgb4000000031252172,,,,,17959,
osgb4000000030463439,,,,,11987,
osgb4000000030654073,,,,,12040,
osgb4000000030360363,,,,,10036,
osgb4000000030213457,,,,,18270,
osgb4000000030320884,,,,,15810,
osgb4000000030133749,,,,,18315,
osgb4000000030322364,,,,,9877,
osgb4000000030411267,,,,,8477,
osgb4000000030416990,,,,,23665,
osgb4000000030458705,,,,,8241,
osgb4000000030459346,,,,,6820,
osgb4000000030479564,,,,,12230,
osgb4000000031275334,,,,,17275,
osgb4000000030250455,,,,,17377,
osgb4000000030990497,,,,,8334,
osgb4000000030356073,,,,,8334,
osgb4000000030133800,,,,,22179,
osgb4000000030214218,,,,,10460,
osgb4000000030322956,,,,,20441,
osgb4000000030407482,,,,,8204,
osgb4000000030216640,,,,,11270,
osgb4000000030223156,,,,,13210,
osgb4000000030236878,,,,,19569,
osgb4000000031231886,,,,,8777,
osgb4000000030344188,,,,,5838,
osgb4000000030425632,,,,,6742,
osgb4000000030154287,,,,,9106,
osgb4000000030357498,,,,,14492,
osgb4000000030594948,,,,,14626,
osgb4000000031016296,,,,,16311,
osgb4000000030356176,,,,,11429,
osgb4000000030356195,,,,,13918,
osgb4000000030425835,,,,,13918,
osgb4000000030213220,,,,,3040,
osgb4000000030406531,,,,,10062,
osgb4000000030787075,,,,,3972,
osgb4000000030329355,,,,,15134,
osgb4000000030411240,,,,,10401,
osgb4000000030139242,,,,,13394,
osgb4000000030097691,,,,,12202,
osgb4000000030990388,,,,,13836,
osgb4000000030340655,,,,,16272,
osgb4000000030235840,,,,,10048,
osgb4000000031231893,,,,,24833,
osgb4000000030237494,,,,,7694,
osgb4000000031104706,,,,,5221,
osgb4000000031210608,,,,,12453,
osgb4000000030462762,,,,,11614,
osgb4000000030345225,,,,,18936,
osgb4000000030240205,,,,,8241,
osgb4000000030149606,,,,,19701,
osgb4000000030242171,,,,,14372,
osgb4000000030097599,,,,,22354,
osgb4000000030155723,,,,,20596,
osgb4000000030427664,,,,,12034,
osgb4000000030348598,,,,,5788,
osgb4000000030255329,,,,,17235,
osgb4000000031205563,,,,,7708,
osgb4000000030462866,,,,,8934,
osgb4000000031203489,,,,,6115,
osgb4000000031202675,,,,,9251,
osgb4000000030329881,,,,,18020,
osgb4000000030475374,,,,,6783,
osgb4000000030965528,,,,,3399,
osgb4000000031051806,,,,,2051,
osgb4000000030216959,,,,,6234,
osgb4000000031195858,,,,,5116,
osgb4000000031088428,,,,,4396,
osgb4000000030237931,,,,,17130,
osgb4000000030324500,,,,,6317,
osgb4000000030147520,,,,,5316,
osgb4000000031063318,,,,,3816,
osgb4000000030240678,,,,,5397,
osgb4000000030420062,,,,,5397,
osgb4000000030452575,,,,,3781,
osgb4000000030213923,,,,,6820,
osgb4000000031200430,,,,,15908,
osgb4000000031057038,,,,,10076,
osgb4000000030222735,,,,,13906,
osgb4000000030322531,,,,,12518,
osgb4000000030322533,,,,,12518,
osgb4000000030322530,,,,,12518,
osgb4000000030237313,,,,,14612,
osgb4000000031203534,,,,,6014,
osgb4000000030345116,,,,,8531,
osgb4000000030242024,,,,,13149,
osgb4000000030475713,,,,,15166,
osgb4000000030356906,,,,,5913,
osgb4000000030357177,,,,,9756,
osgb4000000030814612,,,,,5024,
osgb4000000030323591,,,,,10807,
osgb4000000030458419,,,,,4397,
osgb4000000030341250,,,,,11461,
osgb4000000030458570,,,,,14808,
osgb4000000030974161,,,,,12952,
osgb4000000030341374,,,,,14813,
osgb4000000030147749,,,,,3932,
osgb4000000030251561,,,,,8945,
osgb4000000030133485,,,,,3784,
osgb4000000030330321,,,,,5583,
osgb4000000030223955,,,,,5881,
osgb4000000030417357,,,,,17535,
osgb4000000030458651,,,,,13062,
osgb4000000030654341,,,,,4469,
osgb4000000031232978,,,,,9582,
osgb4000000030360230,,,,,5578,
osgb4000000030320158,,,,,4649,
osgb4000000030405440,,,,,4649,
osgb4000000030138861,,,,,2821,
osgb4000000030990529,,,,,12852,
osgb4000000030236741,,,,,14809,
osgb4000000030082790,,,,,9046,
osgb4000000030357796,,,,,12864,
osgb4000000030476771,,,,,6911,
osgb4000000030329566,,,,,8573,
osgb4000000030251333,,,,,20725,
osgb4000000030223787,,,,,490,
osgb4000000030324542,,,,,1882,
osgb4000000030342536,,,,,6167,
osgb4000000030344078,,,,,5434,
osgb4000000030418586,,,,,4717,
osgb4000000031281802,,,,,16487,
osgb4000000030099835,,,,,11298,
osgb4000000031151923,,,,,4862,
osgb4000000030213097,,,,,4862,
osgb4000000030320973,,,,,2390,
osgb4000000030222956,,,,,1709,
osgb4000000031200247,,,,,4337,
osgb4000000031200239,,,,,407,
osgb4000000030341620,,,,,1578,
osgb4000000030241708,,,,,6454,
osgb4000000030251357,,,,,8784,
osgb4000000030154117,,,,,8486,
osgb4000000030213096,,,,,4862,
osgb4000000030322585,,,,,4299,
osgb4000000030323363,,,,,9982,
osgb4000000030330172,,,,,1811,
osgb4000000030706762,,,,,2199,
osgb4000000030341638,,,,,5420,
osgb4000000030240871,,,,,772,
osgb4000000030216179,,,,,5275,
osgb4000000031089244,,,,,3122,
osgb4000000030236479,,,,,3321,
osgb4000000030148018,,,,,7020,
osgb4000000030242161,,,,,4887,
osgb4000000030458710,,,,,4887,
osgb4000000030355770,,,,,908,
osgb4000000030251555,,,,,1542,
osgb4000000030250307,,,,,13797,
osgb4000000030134390,,,,,9259,
osgb4000000030223363,,,,,2524,
osgb4000000030237136,,,,,2477,
osgb4000000031005911,,,,,3563,
osgb4000000030156825,,,,,933,
osgb4000000030250701,,,,,2802,
osgb4000000030339845,,,,,4242,
osgb4000000030702945,,,,,13027,
osgb4000000030475089,,,,,8333,
osgb4000000030407818,,,,,5181,
osgb4000000030238587,,,,,3162,
osgb4000000030344540,,,,,1519,
osgb4000000030784510,,,,,4122,
osgb4000000030452634,,,,,2857,
osgb4000000030133558,,,,,2857,
osgb4000000031212348,,,,,2857,
osgb4000000030321236,,,,,6342,
osgb4000000030220301,,,,,6125,
osgb4000000030222688,,,,,10150,
osgb4000000030990567,,,,,10518,
osgb4000000030463063,,,,,2102,
osgb4000000030357022,,,,,1671,
osgb5000005152154025,,,,,2430,
osgb4000000030133927,,,,,2716,
osgb4000000030215300,,,,,4304,
osgb4000000031225204,,,,,3606,
osgb4000000030406766,,,,,36621,
osgb4000000030135460,,,,,2058,
osgb4000000031050094,,,,,3132,
osgb4000000031163825,,,,,4000,
osgb4000000030411220,,,,,6557,
osgb4000000030420289,,,,,1469,
osgb4000000031246579,,,,,2868,
osgb4000000030252252,,,,,7421,
osgb4000000030321974,,,,,6777,
osgb4000000030215346,,,,,6394,
osgb4000000030329234,,,,,5471,
osgb4000000030139098,,,,,8866,
osgb5000005135631636,,,,,6840,
osgb4000000030344037,,,,,3368,
osgb4000000030153099,,,,,9694,
osgb4000000030251971,,,,,7297,
osgb4000000031050142,,,,,4952,
osgb4000000031178010,,,,,2878,
osgb4000000030420374,,,,,4016,
osgb4000000030213473,,,,,4069,
osgb4000000031056224,,,,,826,
osgb4000000030453590,,,,,2974,
osgb4000000031051829,,,,,7171,
osgb4000000030999465,,,,,8236,
osgb4000000030239572,,,,,2644,
osgb4000000030329730,,,,,2482,
osgb4000000030096353,,,,,3217,
osgb4000000030473565,,,,,4453,
osgb4000000030099687,,,,,2945,
osgb4000000030420430,,,,,6292,
osgb4000000030990624,,,,,5291,
osgb4000000031003574,,,,,261,
osgb4000000030138576,,,,,8332,
osgb4000000031050113,,,,,3329,
osgb4000000030340869,,,,,3891,
osgb4000000030153627,,,,,2444,
osgb4000000031236089,,,,,3763,
osgb4000000030153658,,,,,4352,
osgb4000000030252620,,,,,4172,
osgb4000000030427156,,,,,7203,
osgb4000000030425572,,,,,2602,
osgb4000000030252588,,,,,1109,
osgb4000000030215619,,,,,6576,
osgb4000000030406791,,,,,5392,
osgb4000000030323517,,,,,11553,
osgb4000000031146248,,,,,4046,
osgb4000000030235296,,,,,4151,
osgb4000000030410415,,,,,9317,
osgb4000000030222097,,,,,7411,
osgb4000000031050112,,,,,4394,
osgb4000000030340262,,,,,5942,
osgb4000000030462981,,,,,11307,
osgb4000000030252849,,,,,5842,
osgb4000000031135038,,,,,1432,
osgb4000000030236549,,,,,7442,
osgb4000000030474348,,,,,17685,
osgb4000000030082830,,,,,49109,
osgb4000000030411019,,,,,9869,
osgb4000000030425196,,,,,8439,
osgb4000000031032477,,,,,21358,
osgb4000000030324843,,,,,33761,
osgb4000000031074806,,,,,21478,
osgb4000000030324966,,,,,23412,
osgb4000000030458789,,,,,7551,
osgb4000000031114657,,,,,8487,
osgb4000000030453642,,,,,11789,
osgb4000000031005414,,,,,13779,
osgb4000000030355928,,,,,25730,
osgb4000000030425423,,,,,10366,
osgb4000000030324024,,,,,38264,
osgb4000000030215534,,,,,40906,
osgb4000000030479810,,,,,6252,
osgb4000000030653824,,,,,22537,
osgb4000000030252064,,,,,14742,
osgb4000000030420011,,,,,26202,
osgb4000000030476533,,,,,19279,
osgb4000000030406391,,,,,35313,
osgb4000000030322091,,,,,28010,
osgb4000000030954252,,,,,36457,
osgb4000000030149533,,,,,11894,
osgb4000000030358477,,,,,21817,
osgb4000000030463276,,,,,26065,
osgb4000000030251500,,,,,10526,
osgb4000000030251493,,,,,10826,
osgb4000000030406029,,,,,20976,
osgb4000000030237264,,,,,26336,
osgb4000000030420829,,,,,34380,
osgb4000000030801742,,,,,28896,
osgb4000000030135061,,,,,36673,
osgb4000000030458638,,,,,8964,
osgb4000000030342836,,,,,9487,
osgb4000000030323431,,,,,9872,
osgb4000000031238164,,,,,15784,
osgb4000000031254123,,,,,6304,
osgb4000000030420310,,,,,12911,
osgb4000000030322228,,,,,14956,
osgb4000000030133940,,,,,17957,
osgb4000000031195842,,,,,12158,
osgb4000000031195846,,,,,12117,
osgb4000000031264664,,,,,37411,
osgb4000000030407054,,,,,20234,
osgb4000000030213889,,,,,10248,
osgb4000000030342560,,,,,2981,
osgb4000000030154009,,,,,39275,
osgb4000000030406953,,,,,23622,
osgb4000000031269739,,,,,15509,
osgb4000000030462672,,,,,26367,
osgb4000000030133556,,,,,20958,
osgb4000000031252038,,,,,1875,
osgb4000000030407742,,,,,7281,
osgb4000000030704705,,,,,3341,
osgb4000000030344127,,,,,7431,
osgb4000000031281788,,,,,4333,
osgb4000000030146979,,,,,17965,
osgb4000000030257703,,,,,17262,
osgb4000000030410837,,,,,17437,
osgb4000000030239524,,,,,15049,
osgb4000000031034247,,,,,3898,
osgb4000000030250487,,,,,12359,
osgb4000000030427150,,,,,12282,
osgb4000000030343037,,,,,10299,
osgb4000000030342605,,,,,8348,
osgb4000000030216761,,,,,14966,
osgb4000000030217029,,,,,6987,
osgb4000000030217027,,,,,18624,
osgb4000000030418710,,,,,8074,
osgb4000000030418125,,,,,8199,
osgb4000000030458899,,,,,3830,
osgb4000000030453550,,,,,6028,
osgb4000000030239003,,,,,879,
osgb4000000030240558,,,,,4801,
osgb4000000030330627,,,,,13897,
osgb4000000030411477,,,,,23859,
osgb4000000030701008,,,,,6750,
osgb4000000030138369,,,,,4330,
osgb4000000030321436,,,,,22890,
osgb4000000030323081,,,,,13032,
osgb4000000030323500,,,,,14022,
osgb4000000030100078,,,,,2368,
osgb4000000031104370,,,,,12716,
osgb4000000030960550,,,,,14790,
osgb4000000030214335,,,,,18889,
osgb4000000030214488,,,,,18919,
osgb4000000030134580,,,,,20497,
osgb4000000030406962,,,,,27274,
osgb4000000030407126,,,,,33499,
osgb4000000030455501,,,,,28995,
osgb4000000031280911,,,,,5224,
osgb4000000030345187,,,,,18072,
osgb4000000030341467,,,,,26142,
osgb4000000030355555,,,,,19473,
osgb4000000031051333,,,,,14209,
osgb4000000031234285,,,,,8186,
osgb4000000030357249,,,,,8234,
osgb4000000030476659,,,,,20829,
osgb4000000031045992,,,,,6718,
osgb4000000030133253,,,,,23305,
osgb4000000030405590,,,,,11206,
osgb4000000030321391,,,,,8176,
osgb4000000030814579,,,,,2938,
osgb4000000030406499,,,,,14236,
osgb4000000030322343,,,,,18793,
osgb4000000030960560,,,,,4221,
osgb4000000030134457,,,,,17052,
osgb4000000030215993,,,,,7712,
osgb4000000030407336,,,,,8469,
osgb4000000030328758,,,,,19129,
osgb4000000030328933,,,,,24131,
osgb4000000030455472,,,,,14623,
osgb4000000031140181,,,,,11278,
osgb4000000030235512,,,,,19623,
osgb4000000031090124,,,,,3606,
osgb4000000030342137,,,,,8810,
osgb4000000030238426,,,,,14774,
osgb4000000030147471,,,,,6511,
osgb4000000030974129,,,,,13086,
osgb4000000030348499,,,,,6154,
osgb4000000031063269,,,,,4257,
osgb4000000030355962,,,,,11946,
osgb4000000030357326,,,,,11951,
osgb4000000030426493,,,,,15638,
osgb4000000030254111,,,,,11666,
osgb4000000030427882,,,,,20373,
osgb4000000030213628,,,,,18535,
osgb4000000030321704,,,,,22336,
osgb4000000031066604,,,,,17669,
osgb4000000031050001,,,,,17149,
osgb4000000030329174,,,,,11624,
osgb4000000030340209,,,,,11358,
osgb4000000030147133,,,,,4177,
osgb4000000030419863,,,,,1912,
osgb4000000030240487,,,,,5391,
osgb4000000031066865,,,,,35721,
osgb4000000031021614,,,,,7490,
osgb4000000030425375,,,,,3229,
osgb4000000030452799,,,,,13998,
osgb4000000030135422,,,,,10384,
osgb4000000030455378,,,,,15912,
osgb4000000030455391,,,,,5027,
osgb4000000030139166,,,,,18450,
osgb4000000030330633,,,,,2689,
osgb4000000030952433,,,,,2724,
osgb4000000030344385,,,,,11496,
osgb4000000030241266,,,,,13561,
osgb4000000030479786,,,,,6766,
osgb4000000030251020,,,,,12037,
osgb4000000030357065,,,,,13783,
osgb4000000030357086,,,,,5508,
osgb4000000030357398,,,,,5771,
osgb4000000030463205,,,,,7851,
osgb4000000030357511,,,,,9551,
osgb4000000030357530,,,,,21256,
osgb4000000030479799,,,,,5066,
osgb4000000030253273,,,,,17901,
osgb4000000030253237,,,,,20140,
osgb4000000030360160,,,,,10140,
osgb4000000030360290,,,,,20274,
osgb4000000030213269,,,,,2935,
osgb4000000030990396,,,,,10754,
osgb4000000031199615,,,,,16272,
osgb4000000030235673,,,,,17442,
osgb4000000031177959,,,,,7196,
osgb4000000031177960,,,,,8978,
osgb4000000030146260,,,,,14130,
osgb4000000030341097,,,,,20604,
osgb4000000030341545,,,,,11320,
osgb4000000030342175,,,,,10903,
osgb4000000030653808,,,,,10910,
osgb4000000031161627,,,,,27197,
osgb4000000030426098,,,,,9029,
osgb4000000030138480,,,,,9233,
osgb4000000030330294,,,,,14551,
osgb4000000030347057,,,,,13155,
osgb4000000030153386,,,,,15599,
osgb4000000030252715,,,,,22421,
osgb4000000030252744,,,,,27208,
osgb4000000031048037,,,,,7036,
osgb4000000030425684,,,,,3578,
osgb4000000030426284,,,,,7751,
osgb4000000030357053,,,,,5157,
osgb4000000030463781,,,,,15646,
osgb4000000030427654,,,,,6459,
osgb4000000031203462,,,,,24407,
osgb4000000030455278,,,,,13298,
osgb4000000030340863,,,,,9191,
osgb4000000030355786,,,,,14826,
osgb4000000030223303,,,,,9054,
osgb4000000030342435,,,,,2004,
osgb4000000030406912,,,,,13606,
osgb4000000030344261,,,,,11635,
osgb4000000030256140,,,,,4419,
osgb4000000030212658,,,,,8321,
osgb4000000030213011,,,,,3782,
osgb4000000030320493,,,,,2902,
osgb4000000030214053,,,,,16890,
osgb4000000030097401,,,,,8090,
osgb4000000030329726,,,,,10501,
osgb4000000030329702,,,,,15009,
osgb4000000031063348,,,,,3417,
osgb4000000030463057,,,,,6542,
osgb4000000030133404,,,,,11455,
osgb4000000030321246,,,,,3040,
osgb4000000030134539,,,,,3293,
osgb4000000030146271,,,,,7157,
osgb4000000030952444,,,,,10542,
osgb4000000030345117,,,,,10542,
osgb4000000030345251,,,,,11029,
osgb4000000030460159,,,,,13149,
osgb4000000030460208,,,,,3842,
osgb4000000030990508,,,,,8650,
osgb4000000030153981,,,,,16120,
osgb4000000031182484,,,,,2391,
osgb4000000030256052,,,,,5578,
osgb4000000030360296,,,,,3033,
osgb4000000030322303,,,,,17609,
osgb4000000030215176,,,,,17748,
osgb4000000030814604,,,,,8767,
osgb4000000030416917,,,,,11179,
osgb4000000030340728,,,,,4387,
osgb4000000030341391,,,,,14813,
osgb4000000030341883,,,,,14909,
osgb4000000031234937,,,,,2645,
osgb4000000030223973,,,,,10834,
osgb4000000030252677,,,,,4554,
osgb4000000030154518,,,,,8411,
osgb4000000030254486,,,,,6409,
osgb4000000030410757,,,,,8647,
osgb4000000030225381,,,,,7959,
osgb4000000030996992,,,,,3548,
osgb4000000030420841,,,,,23078,
osgb4000000031229150,,,,,12148,
osgb4000000030356864,,,,,20599,
osgb4000000030453436,,,,,8534,
osgb4000000030251106,,,,,12486,
osgb4000000030322000,,,,,9280,
osgb4000000030135740,,,,,9122,
osgb4000000031114713,,,,,9122,
osgb4000000031186790,,,,,1972,
osgb4000000030418647,,,,,1889,
osgb4000000030239446,,,,,7266,
osgb4000000030407749,,,,,4972,
osgb4000000030458885,,,,,566,
osgb4000000030343460,,,,,339,
osgb4000000030320965,,,,,2390,
osgb4000000030716419,,,,,4590,
osgb4000000031125211,,,,,4295,
osgb4000000030215281,,,,,4295,
osgb4000000030140003,,,,,5741,
osgb4000000031200250,,,,,1858,
osgb4000000030147592,,,,,1121,
osgb4000000030240955,,,,,1204,
osgb4000000030425462,,,,,902,
osgb4000000030357196,,,,,1867,
osgb4000000030405977,,,,,3243,
osgb4000000030214043,,,,,3022,
osgb5000005137714158,,,,,9320,
osgb4000000030214306,,,,,13507,
osgb4000000030323481,,,,,4477,
osgb4000000030324249,,,,,5836,
osgb4000000031050186,,,,,1892,
osgb4000000031089096,,,,,2727,
osgb4000000030145993,,,,,2727,
osgb4000000030342804,,,,,927,
osgb4000000030153275,,,,,2018,
osgb4000000030426201,,,,,3319,
osgb4000000030134542,,,,,6673,
osgb4000000030324144,,,,,486,
osgb4000000030717170,,,,,3321,
osgb4000000030341652,,,,,598,
osgb4000000030237530,,,,,3427,
osgb4000000030241196,,,,,3637,
osgb4000000030257674,,,,,3818,
osgb4000000030138789,,,,,4850,
osgb4000000030419000,,,,,4732,
osgb4000000030474189,,,,,692,
osgb4000000030659458,,,,,6273,
osgb4000000030235399,,,,,2731,
osgb4000000030237378,,,,,4576,
osgb4000000030419625,,,,,5125,
osgb4000000031203590,,,,,1155,
osgb4000000031232849,,,,,5056,
osgb4000000030473631,,,,,5217,
osgb4000000030459070,,,,,3441,
osgb4000000030239421,,,,,4764,
osgb4000000030239484,,,,,2658,
osgb4000000030344465,,,,,5889,
osgb4000000030343414,,,,,6308,
osgb4000000030099534,,,,,3241,
osgb4000000030426266,,,,,1671,
osgb4000000030356724,,,,,1886,
osgb4000000030252547,,,,,6999,
osgb5000005153881255,,,,,811,
osgb4000000030213950,,,,,355,
osgb4000000030328791,,,,,8148,
osgb4000000030411203,,,,,4000,
osgb4000000030224053,,,,,9602,
osgb4000000030474355,,,,,4498,
osgb4000000030241092,,,,,1469,
osgb4000000030251610,,,,,1683,
osgb4000000030155593,,,,,369,
osgb4000000030097434,,,,,2015,
osgb4000000030222341,,,,,10573,
osgb4000000030222406,,,,,5437,
osgb4000000030222409,,,,,5437,
osgb4000000030329926,,,,,8866,
osgb4000000030943895,,,,,9978,
osgb4000000030255527,,,,,6046,
osgb4000000030322694,,,,,3570,
osgb4000000030223413,,,,,6605,
osgb4000000030330235,,,,,2395,
osgb4000000030238917,,,,,751,
osgb4000000030344306,,,,,3761,
osgb4000000030420461,,,,,7530,
osgb4000000030153038,,,,,15329,
osgb4000000030357052,,,,,117,
osgb4000000030976111,,,,,4499,
osgb4000000030331285,,,,,4114,
osgb4000000030791184,,,,,2344,
osgb4000000030222375,,,,,6174,
osgb4000000030215962,,,,,14444,
osgb4000000030216965,,,,,3209,
osgb4000000030407695,,,,,5572,
osgb4000000030342322,,,,,290,
osgb4000000030324685,,,,,7479,
osgb4000000030459076,,,,,14,
osgb4000000030324554,,,,,2934,
osgb4000000030223348,,,,,122,
osgb4000000030702947,,,,,12122,
osgb4000000030702701,,,,,1908,
osgb4000000030944445,,,,,47422,
osgb4000000030216403,,,,,10237,
osgb4000000030135306,,,,,10682,
osgb4000000031048060,,,,,2062,
osgb4000000031050155,,,,,3562,
osgb4000000030237299,,,,,898,
osgb4000000030237324,,,,,2778,
osgb4000000030655287,,,,,9572,
osgb4000000031263824,,,,,8768,
osgb4000000031215142,,,,,557,
osgb4000000031213467,,,,,3030,
osgb4000000030425706,,,,,6156,
osgb4000000031224440,,,,,2647,
osgb4000000030462754,,,,,1051,
osgb4000000031003572,,,,,1057,
osgb4000000030426346,,,,,5225,
osgb4000000030133628,,,,,1200,
osgb4000000030701703,,,,,3124,
osgb4000000031141706,,,,,4943,
osgb4000000031245766,,,,,2444,
osgb4000000030654771,,,,,2444,
osgb4000000030356048,,,,,3763,
osgb4000000030427904,,,,,8642,
osgb4000000030355739,,,,,2602,
osgb4000000030156820,,,,,3692,
osgb4000000030320679,,,,,4635,
osgb4000000030213187,,,,,8158,
osgb4000000030355676,,,,,4611,
osgb4000000030252151,,,,,4099,
osgb4000000030410413,,,,,1896,
osgb4000000031050107,,,,,4424,
osgb4000000030156856,,,,,36360,
osgb4000000030944979,,,,,52824,
osgb4000000030348647,,,,,49042,
osgb4000000030421517,,,,,40033,
osgb4000000030096421,,,,,28321,
osgb4000000030411159,,,,,20763,
osgb4000000031231883,,,,,17622,
osgb4000000031032477,,,,,21358,
osgb4000000030223299,,,,,12238,
osgb4000000030329796,,,,,27566,
osgb4000000030217323,,,,,39662,
osgb4000000030240518,,,,,12997,
osgb4000000030153542,,,,,26881,
osgb4000000030251329,,,,,21968,
osgb4000000030081772,,,,,43070,
osgb4000000030213559,,,,,24808,
osgb4000000030795540,,,,,15254,
osgb4000000031189721,,,,,32811,
osgb4000000030213558,,,,,24808,
osgb4000000030700558,,,,,13971,
osgb4000000030235610,,,,,18794,
osgb4000000030427030,,,,,36974,
osgb4000000030101841,,,,,43469,
osgb4000000030096176,,,,,54593,
osgb4000000030455860,,,,,8315,
osgb4000000030097404,,,,,41779,
osgb4000000030460652,,,,,52247,
osgb4000000030253306,,,,,26052,
osgb4000000030427042,,,,,21809,
osgb4000000030212940,,,,,16021,
osgb4000000031151656,,,,,29624,
osgb4000000030320579,,,,,7184,
osgb4000000030214312,,,,,36337,
osgb4000000030406312,,,,,12252,
osgb4000000030406326,,,,,12077,
osgb4000000030452902,,,,,12252,
osgb4000000031177982,,,,,10087,
osgb4000000030214593,,,,,14156,
osgb4000000030100000,,,,,16916,
osgb4000000030242019,,,,,19387,
osgb4000000031232834,,,,,10621,
osgb4000000031177919,,,,,3740,
osgb4000000030407151,,,,,24948,
osgb4000000030700828,,,,,27548,
osgb4000000031142151,,,,,9506,
osgb4000000030237190,,,,,9513,
osgb4000000030321182,,,,,10620,
osgb4000000030243837,,,,,9580,
osgb4000000030239069,,,,,27831,
osgb4000000030407135,,,,,12250,
osgb4000000030339936,,,,,28972,
osgb4000000030096096,,,,,14218,
osgb4000000030133962,,,,,11585,
osgb4000000031208037,,,,,13324,
osgb4000000031203468,,,,,15483,
osgb4000000030238222,,,,,15295,
osgb4000000030235170,,,,,23143,
osgb4000000031195845,,,,,11260,
osgb4000000031063280,,,,,12158,
osgb4000000030235890,,,,,17056,
osgb4000000030239872,,,,,21448,
osgb4000000030419561,,,,,18536,
osgb4000000030322606,,,,,17781,
osgb4000000030213196,,,,,19051,
osgb4000000030242148,,,,,18787,
osgb4000000031088971,,,,,10368,
osgb4000000030213371,,,,,21147,
osgb4000000030452674,,,,,4628,
osgb4000000030428415,,,,,15784,
osgb4000000031232601,,,,,19643,
osgb4000000030406485,,,,,4108,
osgb4000000030418797,,,,,13189,
osgb4000000030343798,,,,,10617,
osgb4000000031041996,,,,,13489,
osgb4000000031232602,,,,,8589,
osgb4000000030421576,,,,,5390,
osgb4000000031248460,,,,,12184,
osgb4000000030239689,,,,,6362,
osgb4000000030217243,,,,,24479,
osgb4000000030407844,,,,,10469,
osgb4000000031050000,,,,,16451,
osgb4000000031195837,,,,,21919,
osgb4000000030407308,,,,,10040,
osgb4000000031278220,,,,,16350,
osgb4000000030239004,,,,,7363,
osgb4000000030321433,,,,,20791,
osgb4000000030700745,,,,,11317,
osgb4000000030701561,,,,,11317,
osgb4000000030322594,,,,,8979,
osgb4000000030406106,,,,,16221,
osgb4000000030453026,,,,,10780,
osgb4000000030215200,,,,,10099,
osgb4000000030138777,,,,,9075,
osgb4000000030149545,,,,,1467,
osgb4000000030149543,,,,,11934,
osgb4000000030250622,,,,,14921,
osgb4000000030476485,,,,,18583,
osgb4000000030462940,,,,,26937,
osgb4000000030426096,,,,,5506,
osgb4000000031016298,,,,,19578,
osgb4000000030252954,,,,,20441,
osgb4000000030426249,,,,,8963,
osgb4000000030452942,,,,,6475,
osgb4000000030134376,,,,,10494,
osgb4000000030214741,,,,,9586,
osgb4000000030322335,,,,,18801,
osgb4000000030215742,,,,,7442,
osgb4000000030341547,,,,,6355,
osgb4000000030236944,,,,,6947,
osgb4000000030237542,,,,,10181,
osgb4000000030417797,,,,,8810,
osgb4000000030420361,,,,,30337,
osgb4000000030148022,,,,,5603,
osgb4000000030239073,,,,,10554,
osgb4000000030251297,,,,,11946,
osgb4000000030153435,,,,,11186,
osgb4000000031207149,,,,,11666,
osgb4000000030360361,,,,,10031,
osgb4000000030427845,,,,,10276,
osgb4000000031151649,,,,,11444,
osgb4000000030320180,,,,,10846,
osgb4000000030322237,,,,,14871,
osgb4000000030406627,,,,,20511,
osgb4000000030480403,,,,,36113,
osgb4000000030410507,,,,,18188,
osgb4000000030223953,,,,,14805,
osgb4000000030340228,,,,,15456,
osgb4000000030340823,,,,,5854,
osgb4000000030341595,,,,,16106,
osgb4000000030417814,,,,,15248,
osgb4000000030343068,,,,,11024,
osgb4000000031203502,,,,,4366,
osgb4000000030419565,,,,,5403,
osgb4000000030240054,,,,,12227,
osgb4000000030345601,,,,,3333,
osgb4000000030345635,,,,,1912,
osgb4000000030419954,,,,,16291,
osgb4000000030459918,,,,,17275,
osgb4000000030348602,,,,,33331,
